20	0	0	-202.000000	0.000000	203.000000	5.000000	6.500000	5.000000	0.000000	90.000000	0.000000
40	1	0	-127.000000	0.000000	203.000000	5.000000	6.500000	5.000000	0.000000	90.000000	0.000000
60	2	0	-52.000000	0.000000	203.000000	5.000000	6.500000	5.000000	0.000000	90.000000	0.000000
80	3	0	23.000000	0.000000	203.000000	5.000000	6.500000	5.000000	0.000000	90.000000	0.000000
100	4	0	98.000000	0.000000	203.000000	5.000000	6.500000	5.000000	0.000000	90.000000	0.000000
120	5	0	173.000000	0.000000	203.000000	5.000000	6.500000	5.000000	0.000000	90.000000	0.000000
140	6	0	-202.000000	0.000000	158.000000	5.000000	6.500000	5.000000	0.000000	90.000000	0.000000
160	7	0	203.000000	0.000000	158.000000	5.000000	6.500000	5.000000	0.000000	90.000000	0.000000
180	8	0	-202.000000	0.000000	83.000000	5.000000	6.500000	5.000000	0.000000	90.000000	0.000000
200	9	0	203.000000	0.000000	83.000000	5.000000	6.500000	5.000000	0.000000	90.000000	0.000000
220	10	0	-202.000000	0.000000	8.000000	5.000000	6.500000	5.000000	0.000000	90.000000	0.000000
240	11	0	203.000000	0.000000	8.000000	5.000000	6.500000	5.000000	0.000000	90.000000	0.000000
260	12	0	-202.000000	0.000000	-7.000000	5.000000	6.500000	5.000000	0.000000	90.000000	0.000000
280	13	0	203.000000	0.000000	-7.000000	5.000000	6.500000	5.000000	0.000000	90.000000	0.000000
300	14	0	-202.000000	0.000000	-82.000000	5.000000	6.500000	5.000000	0.000000	90.000000	0.000000
320	15	0	203.000000	0.000000	-82.000000	5.000000	6.500000	5.000000	0.000000	90.000000	0.000000
340	16	0	-202.000000	0.000000	-157.000000	5.000000	6.500000	5.000000	0.000000	90.000000	0.000000
360	17	0	203.000000	0.000000	-157.000000	5.000000	6.500000	5.000000	0.000000	90.000000	0.000000
381	18	0	-202.000000	0.000000	-202.000000	5.000000	6.500000	5.000000	0.000000	180.000000	0.000000
382	19	0	-127.000000	0.000000	-202.000000	5.000000	6.500000	5.000000	0.000000	180.000000	0.000000
383	20	0	-52.000000	0.000000	-202.000000	5.000000	6.500000	5.000000	0.000000	180.000000	0.000000
384	21	0	23.000000	0.000000	-202.000000	5.000000	6.500000	5.000000	0.000000	180.000000	0.000000
385	22	0	98.000000	0.000000	-202.000000	5.000000	6.500000	5.000000	0.000000	180.000000	0.000000
386	23	0	173.000000	0.000000	-202.000000	5.000000	6.500000	5.000000	0.000000	180.000000	0.000000
387	24	1	-187.000000	0.000000	203.000000	5.000000	6.500000	5.000000	0.000000	180.000000	0.000000
388	25	1	-112.000000	0.000000	203.000000	5.000000	6.500000	5.000000	0.000000	180.000000	0.000000
389	26	1	-37.000000	0.000000	203.000000	5.000000	6.500000	5.000000	0.000000	180.000000	0.000000
390	27	1	38.000000	0.000000	203.000000	5.000000	6.500000	5.000000	0.000000	180.000000	0.000000
391	28	1	113.000000	0.000000	203.000000	5.000000	6.500000	5.000000	0.000000	180.000000	0.000000
392	29	1	188.000000	0.000000	203.000000	5.000000	6.500000	5.000000	0.000000	180.000000	0.000000
393	30	1	-202.000000	0.000000	173.000000	5.000000	6.500000	5.000000	0.000000	180.000000	0.000000
394	31	1	203.000000	0.000000	173.000000	5.000000	6.500000	5.000000	0.000000	180.000000	0.000000
395	32	1	-202.000000	0.000000	98.000000	5.000000	6.500000	5.000000	0.000000	180.000000	0.000000
396	33	1	203.000000	0.000000	98.000000	5.000000	6.500000	5.000000	0.000000	180.000000	0.000000
397	34	1	-202.000000	0.000000	23.000000	5.000000	6.500000	5.000000	0.000000	180.000000	0.000000
398	35	1	203.000000	0.000000	23.000000	5.000000	6.500000	5.000000	0.000000	180.000000	0.000000
379	36	1	-202.000000	0.000000	-22.000000	5.000000	6.500000	5.000000	0.000000	-90.000000	0.000000
359	37	1	203.000000	0.000000	-2.000000	5.000000	6.500000	5.000000	0.000000	-90.000000	0.000000
339	38	1	-202.000000	0.000000	-97.000000	5.000000	6.500000	5.000000	0.000000	-90.000000	0.000000
319	39	1	203.000000	0.000000	-97.000000	5.000000	6.500000	5.000000	0.000000	-90.000000	0.000000
299	40	1	-202.000000	0.000000	-172.000000	5.000000	6.500000	5.000000	0.000000	-90.000000	0.000000
279	41	1	203.000000	0.000000	-172.000000	5.000000	6.500000	5.000000	0.000000	-90.000000	0.000000
259	42	1	-187.000000	0.000000	-202.000000	5.000000	6.500000	5.000000	0.000000	-90.000000	0.000000
239	43	1	-112.000000	0.000000	-202.000000	5.000000	6.500000	5.000000	0.000000	-90.000000	0.000000
219	44	1	-37.000000	0.000000	-202.000000	5.000000	6.500000	5.000000	0.000000	-90.000000	0.000000
199	45	1	38.000000	0.000000	-202.000000	5.000000	6.500000	5.000000	0.000000	-90.000000	0.000000
179	46	1	113.000000	0.000000	-202.000000	5.000000	6.500000	5.000000	0.000000	-90.000000	0.000000
159	47	1	188.000000	0.000000	-202.000000	5.000000	6.500000	5.000000	0.000000	-90.000000	0.000000
139	48	2	-172.000000	0.000000	203.000000	5.000000	6.500000	5.000000	0.000000	-90.000000	0.000000
119	49	2	-97.000000	0.000000	203.000000	5.000000	6.500000	5.000000	0.000000	-90.000000	0.000000
99	50	2	-22.000000	0.000000	203.000000	5.000000	6.500000	5.000000	0.000000	-90.000000	0.000000
79	51	2	53.000000	0.000000	203.000000	5.000000	6.500000	5.000000	0.000000	-90.000000	0.000000
59	52	2	128.000000	0.000000	203.000000	5.000000	6.500000	5.000000	0.000000	-90.000000	0.000000
39	53	2	203.000000	0.000000	203.000000	5.000000	6.500000	5.000000	0.000000	-90.000000	0.000000
18	54	2	-202.000000	0.000000	188.000000	5.000000	6.500000	5.000000	0.000000	0.000000	0.000000
17	55	2	203.000000	0.000000	188.000000	5.000000	6.500000	5.000000	0.000000	0.000000	0.000000
16	56	2	-202.000000	0.000000	113.000000	5.000000	6.500000	5.000000	0.000000	0.000000	0.000000
15	57	2	203.000000	0.000000	113.000000	5.000000	6.500000	5.000000	0.000000	0.000000	0.000000
14	58	2	-202.000000	0.000000	38.000000	5.000000	6.500000	5.000000	0.000000	0.000000	0.000000
13	59	2	203.000000	0.000000	38.000000	5.000000	6.500000	5.000000	0.000000	0.000000	0.000000
12	60	2	-202.000000	0.000000	-37.000000	5.000000	6.500000	5.000000	0.000000	0.000000	0.000000
11	61	2	203.000000	0.000000	-37.000000	5.000000	6.500000	5.000000	0.000000	0.000000	0.000000
10	62	2	-202.000000	0.000000	-112.000000	5.000000	6.500000	5.000000	0.000000	0.000000	0.000000
9	63	2	203.000000	0.000000	112.000000	5.000000	6.500000	5.000000	0.000000	0.000000	0.000000
8	64	2	-202.000000	0.000000	-187.000000	5.000000	6.500000	5.000000	0.000000	0.000000	0.000000
7	65	2	203.000000	0.000000	-187.000000	5.000000	6.500000	5.000000	0.000000	0.000000	0.000000
6	66	2	-172.000000	0.000000	-202.000000	5.000000	6.500000	5.000000	0.000000	0.000000	0.000000
5	67	2	-97.000000	0.000000	-202.000000	5.000000	6.500000	5.000000	0.000000	0.000000	0.000000
4	68	2	-22.000000	0.000000	-202.000000	5.000000	6.500000	5.000000	0.000000	0.000000	0.000000
3	69	2	53.000000	0.000000	-202.000000	5.000000	6.500000	5.000000	0.000000	0.000000	0.000000
2	70	2	128.000000	0.000000	-202.000000	5.000000	6.500000	5.000000	0.000000	0.000000	0.000000
1	71	2	203.000000	0.000000	-202.000000	5.000000	6.500000	5.000000	0.000000	0.000000	0.000000
42	72	3	-157.000000	0.000000	202.000000	5.000000	6.500000	5.000000	0.000000	180.000000	0.000000
