0	0	1	-294.000000	3.000000	-330.000000		16.000000	2.000000	0.012500	0.000000	0.000000	0.000000
0	0	1	-310.000000	3.000000	-314.000000		0.012500	2.000000	16.000000	0.000000	90.000000	0.000000
1	0	1	-310.000000	3.000000	-282.000000		0.012500	2.000000	16.000000	0.000000	90.000000	0.000000
2	0	1	-310.000000	3.000000	-250.000000		0.012500	2.000000	16.000000	0.000000	90.000000	0.000000
3	0	1	-310.000000	3.000000	-218.000000		0.012500	2.000000	16.000000	0.000000	90.000000	0.000000
4	0	1	-310.000000	3.000000	-186.000000		0.012500	2.000000	16.000000	0.000000	90.000000	0.000000
5	0	1	-310.000000	3.000000	-154.000000		0.012500	2.000000	16.000000	0.000000	90.000000	0.000000
6	0	1	-310.000000	3.000000	-122.000000		0.012500	2.000000	16.000000	0.000000	90.000000	0.000000
7	0	1	-310.000000	3.000000	-90.000000		0.012500	2.000000	16.000000	0.000000	90.000000	0.000000
8	0	1	-310.000000	3.000000	-58.000000		0.012500	2.000000	16.000000	0.000000	90.000000	0.000000
9	0	1	-310.000000	3.000000	-26.000000		0.012500	2.000000	16.000000	0.000000	90.000000	0.000000
10	0	1	-310.000000	3.000000	6.000000		0.012500	2.000000	16.000000	0.000000	90.000000	0.000000
11	0	1	-310.000000	3.000000	38.000000		0.012500	2.000000	16.000000	0.000000	90.000000	0.000000
12	0	1	-310.000000	3.000000	70.000000		0.012500	2.000000	16.000000	0.000000	90.000000	0.000000
13	0	1	-310.000000	3.000000	102.000000		0.012500	2.000000	16.000000	0.000000	90.000000	0.000000
14	0	1	-310.000000	3.000000	134.000000		0.012500	2.000000	16.000000	0.000000	90.000000	0.000000
15	0	1	-310.000000	3.000000	166.000000		0.012500	2.000000	16.000000	0.000000	90.000000	0.000000
16	0	1	-310.000000	3.000000	198.000000		0.012500	2.000000	16.000000	0.000000	90.000000	0.000000
17	0	1	-310.000000	3.000000	230.000000		0.012500	2.000000	16.000000	0.000000	90.000000	0.000000
18	0	1	-310.000000	3.000000	262.000000		0.012500	2.000000	16.000000	0.000000	90.000000	0.000000
19	0	1	-310.000000	3.000000	294.000000		0.012500	2.000000	16.000000	0.000000	90.000000	0.000000
20	0	1	-294.000000	3.000000	310.000000		16.000000	2.000000	0.012500	0.000000	0.000000	0.000000

0	0	1	-262.000000	3.000000	-330.000000		16.000000	2.000000	0.012500	0.000000	0.000000	0.000000
20	0	1	-262.000000	3.000000	310.000000		16.000000	2.000000	0.012500	0.000000	0.000000	0.000000

0	0	1	-230.000000	3.000000	-330.000000		16.000000	2.000000	0.012500	0.000000	0.000000	0.000000
20	0	1	-230.000000	3.000000	310.000000		16.000000	2.000000	0.012500	0.000000	0.000000	0.000000

0	0	1	-198.000000	3.000000	-330.000000		16.000000	2.000000	0.012500	0.000000	0.000000	0.000000
2	0	1	-198.000000	3.000000	-234.000000		16.000000	2.000000	0.012500	0.000000	0.000000	0.000000
3	0	1	-214.000000	3.000000	-218.000000		0.012500	2.000000	16.000000	0.000000	90.000000	0.000000
4	0	1	-214.000000	3.000000	-186.000000		0.012500	2.000000	16.000000	0.000000	90.000000	0.000000
5	0	1	-214.000000	3.000000	-154.000000		0.012500	2.000000	16.000000	0.000000	90.000000	0.000000
