0	0	-65.36	5	0.27
1	1	-63.43	5	457.34
2	1	-63.43	5	-482.23
3	2	-470.43	5	0.3
4	2	400	5	0.3
5	3	-63.43	5	459.34
6	3	-63.43	5	455.34
7	3	-63.43	5	-480.23
8	3	-63.43	5	-484.23
9	4	-472.43	5	0.3
10	4	-468.43	5	0.3
11	4	402	5	0.3
12	4	398	5	0.3
13	5	-245.68	5	-403.96
14	5	-245.68	5	-427.41
15	5	-250.68	5	-403.96
16	5	-250.68	5	-427.41
17	5	-255.68	5	-403.96
18	5	-255.68	5	-427.41
19	5	-260.68	5	-403.96
20	5	-260.68	5	-427.41
21	5	115.77	5	-406.71
22	5	115.77	5	-428.98
23	5	120.77	5	-406.71
24	5	120.77	5	-428.98
25	5	125.77	5	-406.71
26	5	125.77	5	-428.98
27	5	130.77	5	-406.71
28	5	130.77	5	-428.98
29	5	-245.68	5	396.62
30	5	-245.68	5	372.85
31	5	-250.68	5	396.62
32	5	-250.68	5	372.85
33	5	-255.68	5	396.62
34	5	-255.68	5	372.85
35	5	-260.68	5	396.62
36	5	-260.68	5	372.85
37	5	115.77	5	396.62
38	5	115.77	5	372.85
39	5	120.77	5	396.62
40	5	120.77	5	372.85
41	5	125.77	5	396.62
42	5	125.77	5	372.85
43	5	130.77	5	396.62
44	5	130.77	5	372.85
45	5	340.41	5	202.76
46	5	363	5	202.76
47	5	340.41	5	181.76
48	5	363	5	181.76
49	5	340.41	5	186.76
50	5	363	5	186.76
51	5	340.41	5	196.76
52	5	363	5	196.76
53	5	340.41	5	-183.61
54	5	363	5	-183.61
55	5	340.41	5	-189.61
56	5	363	5	-189.61
57	5	340.41	5	-195.98
58	5	363	5	-195.98
59	5	340.41	5	-202.98
60	5	363	5	-202.98
61	5	-446	5	-175
62	5	-426	5	-175
63	5	-446	5	-204
64	5	-426	5	-204
65	5	-446	5	-182
66	5	-426	5	-182
67	5	-446	5	-195
68	5	-426	5	-195
69	5	-446	5	175
70	5	-426	5	175
71	5	-446	5	204
72	5	-426	5	204
73	5	-446	5	182
74	5	-426	5	182
75	5	-446	5	195
76	5	-426	5	195
77	5	-256.63	5	0.3
78	5	-256.63	5	0.3
79	5	-256.63	5	0.3
80	5	-256.63	5	0.3
81	5	-256.63	5	0.3
82	5	-256.63	5	0.3
83	5	-256.63	5	0.3
84	5	-256.63	5	0.3
85	5	158.88	5	0.3
86	5	158.88	5	0.3
87	5	158.88	5	0.3
88	5	158.88	5	0.3
89	5	158.88	5	0.3
90	5	158.88	5	0.3
91	5	158.88	5	0.3
92	5	158.88	5	0.3
93	5	-71.2	5	222.87
94	5	-71.2	5	222.87
95	5	-71.2	5	222.87
96	5	-71.2	5	222.87
97	5	-71.2	5	222.87
98	5	-71.2	5	222.87
99	5	-71.2	5	222.87
100	5	-71.2	5	222.87
101	5	-64.77	5	-252.77
102	5	-64.77	5	-252.77
103	5	-64.77	5	-252.77
104	5	-64.77	5	-252.77
105	5	-64.77	5	-252.77
